Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
80.50,9.689,12782.4,-12748.0,1105.4,5.94,-2.43,-54.24,270.2,82.9,84.5,6.2,0.1,-0.1,n/a,OK,4.0,    
81.00,9.660,12774.9,-12679.4,1106.0,5.93,-2.42,-54.10,270.1,63.4,84.4,6.1,0.0,-0.1,n/a,OK,4.0,    
81.50,9.631,12767.5,-12610.8,1106.5,5.97,-2.42,-53.97,270.1,44.4,84.4,6.1,0.0,-0.1,n/a,OK,4.0,    
82.00,9.602,12760.1,-12542.2,1106.8,5.95,-2.42,-53.83,270.0,27.3,84.4,6.0,-0.0,-0.1,n/a,OK,4.0,    
82.50,9.573,12752.7,-12473.6,1106.9,5.95,-2.41,-53.69,270.0,9.2,84.4,6.0,-0.0,-0.1,n/a,OK,4.0,    
83.00,9.544,12745.3,-12405.0,1106.9,5.96,-2.41,-53.54,269.9,-9.1,84.5,5.9,-0.0,-0.1,n/a,OK,4.0,    
83.50,9.516,12737.8,-12336.4,1106.8,5.95,-2.41,-53.40,269.9,-29.7,84.5,5.9,-0.0,-0.1,n/a,OK,4.0,    
84.00,9.487,12730.4,-12267.8,1106.4,5.96,-2.40,-53.26,269.8,-47.8,84.5,5.9,0.0,-0.1,n/a,OK,4.0,    
84.50,9.458,12723.0,-12199.3,1106.0,5.98,-2.40,-53.12,269.8,-66.9,84.5,5.9,0.0,-0.1,n/a,OK,4.0,    
85.00,9.429,12715.6,-12130.7,1105.3,5.99,-2.40,-52.97,269.8,-81.2,84.5,5.9,0.0,-0.1,n/a,OK,4.0,    
85.50,9.401,12708.2,-12062.2,1104.6,6.05,-2.40,-52.83,269.7,-89.6,84.5,5.9,0.0,-0.1,n/a,OK,4.0,    
86.00,9.372,12700.8,-11993.6,1103.9,6.08,-2.39,-52.68,269.7,-92.7,84.5,5.9,-0.0,-0.1,n/a,OK,4.0,    
86.50,9.344,12693.4,-11925.1,1103.1,6.09,-2.39,-52.53,269.7,-90.9,84.5,5.9,-0.0,-0.1,n/a,OK,4.0,    
87.00,9.316,12686.0,-11856.6,1102.4,6.11,-2.39,-52.38,269.6,-86.8,84.5,6.0,-0.0,-0.1,n/a,OK,4.0,    
87.50,9.287,12678.6,-11788.1,1101.7,6.15,-2.38,-52.23,269.6,-79.5,84.5,6.0,-0.0,-0.1,n/a,OK,4.0,    
88.00,9.259,12671.2,-11719.6,1101.1,6.15,-2.38,-52.09,269.5,-67.6,84.5,6.0,-0.0,-0.1,n/a,OK,4.0,    
88.50,9.231,12663.8,-11651.2,1100.5,6.16,-2.38,-51.93,269.5,-55.3,84.5,6.0,0.0,-0.1,n/a,OK,4.0,    
89.00,9.203,12656.4,-11582.7,1100.1,6.15,-2.38,-51.78,269.4,-43.8,84.5,6.1,0.0,-0.1,n/a,OK,4.0,    
89.50,9.175,12649.0,-11514.3,1099.8,6.13,-2.37,-51.63,269.3,-35.6,84.5,6.1,0.0,-0.1,n/a,OK,4.0,    
90.00,9.147,12641.6,-11445.9,1099.5,6.16,-2.37,-51.48,269.3,-28.2,84.5,6.2,0.0,-0.1,n/a,OK,4.0,    
90.50,9.119,12634.2,-11377.5,1099.4,6.16,-2.37,-51.32,269.2,-16.3,84.4,6.2,0.0,-0.1,n/a,OK,4.0,    
91.00,9.091,12626.9,-11309.1,1099.3,6.15,-2.36,-51.17,269.1,-7.6,84.4,6.2,0.0,-0.1,n/a,OK,4.0,    
91.50,9.063,12619.5,-11240.7,1099.2,6.18,-2.36,-51.01,269.0,3.2,84.4,6.3,0.0,-0.1,n/a,OK,4.0,    
92.00,9.036,12612.2,-11172.4,1099.3,6.19,-2.36,-50.85,268.9,16.0,84.4,6.3,-0.0,-0.1,n/a,OK,4.0,    
92.50,9.008,12604.8,-11104.1,1099.5,6.20,-2.35,-50.70,268.8,29.5,84.4,6.3,-0.0,-0.1,n/a,OK,4.0,    
93.00,8.981,12597.5,-11035.8,1099.8,6.18,-2.35,-50.54,268.7,42.0,84.4,6.3,-0.0,-0.1,n/a,OK,4.0,    
93.50,8.953,12590.1,-10967.6,1100.2,6.16,-2.34,-50.38,268.6,50.8,84.4,6.3,-0.0,-0.1,n/a,OK,4.0,    
94.00,8.926,12582.8,-10899.3,1100.7,6.15,-2.34,-50.22,268.5,58.2,84.4,6.3,-0.0,-0.1,n/a,OK,4.0,    
94.50,8.899,12575.5,-10831.1,1101.2,6.12,-2.34,-50.06,268.4,62.6,84.4,6.3,0.0,-0.1,n/a,OK,4.0,    
95.00,8.871,12568.1,-10762.9,1101.7,6.12,-2.33,-49.89,268.3,62.2,84.4,6.3,0.0,-0.1,n/a,OK,4.0,    
95.50,8.844,12560.8,-10694.7,1102.2,6.09,-2.33,-49.73,268.2,59.4,84.4,6.3,0.0,-0.1,n/a,OK,4.0,    
96.00,8.817,12553.5,-10626.6,1102.7,6.09,-2.32,-49.57,268.2,53.6,84.4,6.3,0.0,-0.1,n/a,OK,4.0,    
96.50,8.790,12546.2,-10558.5,1103.1,6.06,-2.32,-49.40,268.1,46.0,84.4,6.3,-0.1,-0.1,n/a,OK,4.0,    
97.00,8.764,12538.9,-10490.4,1103.4,6.06,-2.32,-49.23,268.0,34.4,84.4,6.2,-0.2,-0.1,n/a,OK,4.0,    
97.50,8.737,12531.6,-10422.3,1103.7,6.09,-2.31,-49.07,267.9,24.1,84.4,6.2,-0.3,-0.1,n/a,OK,4.0,    
98.00,8.710,12524.2,-10354.2,1103.8,6.13,-2.31,-48.90,267.9,19.5,84.3,6.2,-0.4,-0.1,n/a,OK,4.0,    
98.50,8.684,12516.9,-10286.1,1104.0,6.12,-2.31,-48.73,267.8,14.9,84.3,6.2,-0.4,-0.1,n/a,OK,4.0,    
99.00,8.657,12509.6,-10218.2,1104.1,6.14,-2.30,-48.56,267.3,5.9,84.3,6.1,-0.5,-0.1,n/a,OK,4.0,    
99.50,8.631,12502.3,-10150.3,1104.1,6.18,-2.30,-48.39,266.5,-9.7,84.3,6.1,-0.5,-0.1,n/a,OK,4.0,    
100.00,8.605,12495.0,-10082.7,1103.9,6.20,-2.29,-48.22,265.7,-26.6,84.5,6.1,0.7,-0.1,n/a,OK,4.0,    
100.50,8.579,12487.8,-10015.3,1103.6,6.23,-2.29,-48.05,265.0,-44.2,84.5,6.1,1.2,-0.1,n/a,OK,4.0,    
101.00,8.553,12480.7,-9948.1,1103.2,6.28,-2.29,-47.87,264.3,-60.9,84.5,6.1,1.0,-0.1,n/a,OK,4.0,    
101.50,8.527,12473.7,-9881.0,1102.6,6.31,-2.28,-47.70,263.6,-74.2,84.5,6.2,0.7,-0.1,n/a,OK,4.0,    
102.00,8.501,12466.7,-9814.1,1101.9,6.36,-2.28,-47.53,263.0,-87.1,84.6,6.2,0.6,-0.1,n/a,OK,4.0,    
102.50,8.476,12459.8,-9747.3,1101.2,6.40,-2.28,-47.35,262.3,-96.8,84.6,6.2,0.5,-0.1,n/a,OK,4.0,    
103.00,8.451,12453.0,-9680.7,1100.3,6.46,-2.28,-47.18,261.7,-104.5,84.6,6.3,0.5,-0.1,n/a,OK,4.0,    
103.50,8.426,12446.2,-9614.3,1099.4,6.55,-2.27,-47.00,261.0,-106.2,84.6,6.4,0.5,-0.1,n/a,OK,4.0,    
104.00,8.401,12439.5,-9548.0,1098.6,6.61,-2.27,-46.82,260.3,-100.8,84.7,6.4,0.5,-0.1,n/a,OK,4.0,    
104.50,8.376,12432.9,-9481.9,1097.8,6.63,-2.27,-46.65,259.7,-94.4,84.7,6.5,0.5,-0.1,n/a,OK,4.0,    
105.00,8.352,12426.3,-9415.9,1097.0,6.70,-2.27,-46.47,259.0,-86.1,84.7,6.6,0.5,-0.1,n/a,OK,4.0,    
105.50,8.327,12419.8,-9350.1,1096.4,6.75,-2.26,-46.29,258.3,-73.8,84.7,6.7,0.5,-0.1,n/a,OK,4.0,    
106.00,8.303,12413.4,-9284.5,1095.8,6.82,-2.26,-46.11,257.6,-58.1,84.7,6.7,0.5,-0.1,n/a,OK,4.0,    
106.50,8.279,12407.0,-9219.0,1095.4,6.88,-2.26,-45.93,257.0,-38.2,84.7,6.8,0.5,-0.1,n/a,OK,4.0,    
107.00,8.255,12400.7,-9153.7,1095.2,6.89,-2.25,-45.75,256.3,-16.7,84.7,6.9,0.5,-0.1,n/a,OK,4.0,    
107.50,8.231,12394.5,-9088.6,1095.2,6.91,-2.25,-45.57,255.6,2.4,84.7,6.9,0.5,-0.1,n/a,OK,4.0,    
108.00,8.208,12388.3,-9023.7,1095.3,6.92,-2.25,-45.38,254.9,20.4,84.7,7.0,0.5,-0.1,n/a,OK,4.0,    
108.50,8.184,12382.2,-8958.9,1095.5,6.94,-2.24,-45.20,253.9,27.5,84.8,7.0,0.5,-0.1,n/a,OK,4.0,    
109.00,8.161,12376.2,-8894.5,1095.7,7.02,-2.24,-45.02,252.4,27.9,84.8,7.1,0.5,-0.1,n/a,OK,4.0,    
109.50,8.138,12370.3,-8830.4,1096.0,6.99,-2.24,-44.83,250.8,46.4,84.8,7.0,0.5,-0.1,n/a,OK,4.0,    
110.00,8.116,12364.6,-8766.8,1096.5,6.70,-2.23,-44.65,249.1,71.7,84.9,6.8,0.6,-0.1,n/a,OK,4.0,    
110.50,8.093,12359.0,-8703.5,1097.1,6.44,-2.23,-44.47,247.5,90.4,84.9,6.7,0.7,-0.1,n/a,OK,4.0,    
111.00,8.071,12353.5,-8640.7,1098.0,6.26,-2.22,-44.28,245.8,113.2,85.0,6.6,0.7,-0.1,n/a,OK,4.0,    
111.50,8.050,12348.2,-8578.3,1099.0,6.04,-2.22,-44.10,244.0,140.5,85.0,6.4,0.7,-0.1,n/a,OK,4.0,    
112.00,8.028,12343.0,-8516.4,1100.3,5.85,-2.21,-43.92,242.1,163.9,85.0,6.3,0.6,-0.1,n/a,OK,4.0,    
112.50,8.007,12338.0,-8455.0,1101.7,5.70,-2.21,-43.73,240.4,175.2,85.0,6.1,0.6,-0.1,n/a,OK,4.0,    
113.00,7.986,12333.1,-8393.9,1103.2,5.61,-2.20,-43.55,238.7,185.2,85.0,6.1,0.6,-0.1,n/a,OK,4.0,    
113.50,7.965,12328.3,-8333.3,1104.8,5.42,-2.20,-43.37,237.1,189.6,85.0,5.9,0.6,-0.1,n/a,OK,4.0,    
114.00,7.945,12323.7,-8273.0,1106.3,5.19,-2.19,-43.18,235.6,175.0,85.1,5.6,0.6,-0.1,n/a,OK,4.0,    
114.50,7.925,12319.1,-8213.2,1107.6,5.03,-2.19,-43.00,234.0,146.8,85.1,5.4,0.6,-0.1,n/a,OK,4.0,    
115.00,7.905,12314.7,-8153.7,1108.6,4.85,-2.18,-42.82,232.4,107.2,85.2,5.1,0.6,-0.1,n/a,OK,4.0,    
115.50,7.885,12310.5,-8094.7,1109.3,4.72,-2.18,-42.63,230.7,54.6,85.2,4.8,0.6,-0.1,n/a,OK,4.0,    
116.00,7.866,12306.3,-8036.0,1109.5,4.61,-2.18,-42.45,228.9,-6.1,85.2,4.6,0.6,-0.1,n/a,OK,4.0,    
116.50,7.847,12302.3,-7977.9,1109.2,4.58,-2.17,-42.27,227.2,-69.1,85.2,4.4,0.6,-0.1,n/a,OK,4.0,    
117.00,7.828,12298.5,-7920.1,1108.3,4.63,-2.17,-42.09,225.6,-129.8,85.2,4.3,0.6,-0.1,n/a,OK,4.0,    
117.50,7.809,12294.7,-7862.7,1107.0,4.73,-2.17,-41.90,224.5,-182.1,85.2,4.3,0.6,-0.1,n/a,OK,4.0,    
118.00,7.791,12291.0,-7805.4,1105.3,4.86,-2.17,-41.72,223.9,-221.1,85.2,4.3,0.5,-0.1,n/a,OK,4.0,    
118.50,7.772,12287.4,-7748.4,1103.3,4.97,-2.17,-41.54,223.2,-252.0,85.2,4.3,0.5,-0.1,n/a,OK,4.0,    
119.00,7.754,12283.8,-7691.5,1101.1,5.12,-2.17,-41.36,222.4,-276.2,85.2,4.4,0.5,-0.1,n/a,OK,4.0,    
119.50,7.736,12280.4,-7634.8,1098.8,5.25,-2.17,-41.17,221.6,-291.0,85.3,4.5,0.4,-0.1,n/a,OK,4.0,    
120.00,7.718,12276.9,-7578.3,1096.3,5.36,-2.17,-40.99,220.8,-300.7,85.3,4.5,0.4,-0.1,n/a,OK,4.0,    
120.50,7.701,12273.6,-7522.1,1093.8,5.48,-2.17,-40.80,219.9,-303.0,85.4,4.7,0.5,-0.1,n/a,OK,4.0,    
121.00,7.683,12270.3,-7466.0,1091.3,5.61,-2.17,-40.62,218.9,-301.1,85.4,4.8,0.5,-0.1,n/a,OK,4.0,    
121.50,7.666,12267.1,-7410.2,1088.8,5.73,-2.17,-40.44,217.8,-293.5,85.4,5.0,0.5,-0.1,n/a,OK,4.0,    
122.00,7.649,12264.0,-7354.7,1086.4,5.87,-2.17,-40.25,216.9,-278.9,85.5,5.2,0.5,-0.1,n/a,OK,4.0,    
122.50,7.632,12260.9,-7299.4,1084.2,6.01,-2.17,-40.07,216.3,-253.8,85.5,5.4,0.5,-0.1,n/a,OK,4.0,    
123.00,7.615,12258.0,-7244.2,1082.3,6.11,-2.17,-39.88,215.6,-222.7,85.5,5.5,0.4,-0.1,n/a,OK,4.0,    
123.50,7.599,12255.0,-7189.2,1080.6,6.22,-2.17,-39.70,214.7,-189.8,85.5,5.7,0.4,-0.1,n/a,OK,4.0,    
124.00,7.582,12252.2,-7134.5,1079.1,6.33,-2.16,-39.51,213.4,-157.8,85.5,5.9,0.4,-0.1,n/a,OK,4.0,    
124.50,7.566,12249.5,-7080.2,1078.0,6.44,-2.16,-39.32,212.0,-125.0,85.4,6.1,-0.5,-0.1,n/a,OK,4.0,    
125.00,7.550,12246.8,-7026.2,1077.1,6.51,-2.16,-39.14,210.6,-93.2,85.1,6.2,-3.3,-0.1,n/a,OK,4.0,    
125.50,7.535,12244.1,-6972.5,1076.4,6.60,-2.16,-38.96,209.2,-66.7,84.7,6.4,-5.3,-0.1,n/a,OK,4.0,    
126.00,7.519,12241.3,-6919.3,1076.0,6.68,-2.16,-38.77,207.7,-41.1,84.3,6.6,-7.0,-0.1,n/a,OK,4.0,    
126.50,7.503,12238.3,-6866.5,1075.7,6.80,-2.15,-38.59,206.1,-21.0,83.6,6.7,-10.5,-0.1,n/a,OK,4.0,    
127.00,7.488,12235.0,-6814.1,1075.6,6.95,-2.15,-38.41,204.3,-16.9,82.8,6.8,-12.7,-0.1,n/a,OK,4.0,    
127.50,7.472,12231.2,-6762.3,1075.5,7.10,-2.15,-38.23,202.3,-17.6,82.2,6.9,-13.1,-0.1,n/a,OK,4.0,    
128.00,7.457,12227.1,-6711.1,1075.3,7.22,-2.15,-38.05,200.1,-21.0,81.6,7.0,-12.4,-0.1,n/a,OK,4.0,    
128.50,7.442,12222.5,-6660.6,1075.1,7.36,-2.14,-37.88,197.9,-25.2,81.1,7.1,-11.5,-0.1,n/a,OK,4.0,    
129.00,7.426,12217.7,-6610.7,1074.9,7.51,-2.14,-37.71,195.7,-26.1,80.2,7.2,-12.4,-0.1,n/a,OK,4.0,    
129.50,7.411,12212.5,-6561.3,1074.7,7.66,-2.14,-37.54,193.6,-40.2,79.2,7.2,-15.3,-0.1,n/a,OK,4.0,    
130.00,7.396,12206.8,-6512.7,1074.2,7.90,-2.14,-37.37,191.3,-71.1,78.1,7.3,-17.1,-0.1,n/a,OK,4.0,    
130.50,7.381,12200.7,-6464.7,1073.5,8.19,-2.14,-37.21,189.0,-103.4,77.1,7.5,-17.7,-0.1,n/a,OK,4.0,    
131.00,7.365,12194.0,-6417.5,1072.5,8.41,-2.13,-37.05,186.6,-136.0,76.3,7.7,-17.2,-0.1,n/a,OK,4.0,    
131.50,7.350,12186.8,-6371.0,1071.2,8.63,-2.13,-36.89,184.3,-167.5,75.6,7.8,-16.3,-0.1,n/a,OK,4.0,    
132.00,7.335,12179.1,-6325.2,1069.7,8.87,-2.13,-36.73,182.0,-195.4,74.8,8.0,-15.4,-0.1,n/a,OK,4.0,    
132.50,7.320,12171.0,-6280.1,1068.0,9.13,-2.13,-36.58,179.8,-223.3,74.0,8.2,-15.0,-0.1,n/a,OK,4.0,    
133.00,7.304,12162.5,-6235.7,1066.0,9.02,-2.13,-36.43,177.5,-246.1,73.2,7.9,-15.0,-0.1,n/a,OK,4.0,    
133.50,7.289,12153.7,-6192.1,1063.7,8.54,-2.13,-36.28,175.4,-307.1,72.6,7.2,-15.3,-0.1,n/a,OK,4.0,    
134.00,7.274,12144.5,-6149.0,1060.8,8.53,-2.13,-36.14,173.3,-397.9,71.8,6.9,-15.7,-0.1,n/a,OK,4.0,    
134.50,7.259,12134.9,-6106.7,1057.1,8.96,-2.13,-36.00,171.4,-483.6,70.8,7.0,-15.9,-0.1,n/a,OK,4.0,    
135.00,7.244,12125.0,-6065.0,1052.7,9.28,-2.14,-35.86,169.3,-560.3,69.9,7.1,-16.0,-0.1,n/a,OK,4.0,    
135.50,7.229,12114.7,-6024.0,1047.7,9.33,-2.14,-35.72,167.4,-644.1,69.1,6.9,-16.0,-0.1,n/a,OK,4.0,    
136.00,7.214,12104.0,-5983.6,1041.9,9.35,-2.14,-35.59,165.6,-738.9,68.3,6.6,-15.9,-0.1,n/a,OK,4.0,    
136.50,7.199,12092.9,-5943.8,1035.3,9.56,-2.15,-35.46,164.5,-830.9,67.5,6.5,-15.8,-0.1,n/a,OK,4.0,    
137.00,7.184,12081.3,-5904.4,1028.1,9.86,-2.16,-35.33,163.9,-907.2,66.6,6.5,-15.8,-0.1,n/a,OK,4.0,    
137.50,7.169,12069.2,-5865.3,1020.2,10.14,-2.16,-35.20,163.6,-975.5,65.7,6.5,-15.8,-0.1,n/a,OK,4.0,    
138.00,7.154,12056.5,-5826.6,1011.9,10.93,-2.17,-35.07,163.1,-1030.2,64.6,7.1,-16.0,-0.1,n/a,OK,4.0,    
138.50,7.138,12043.3,-5788.2,1003.2,11.35,-2.18,-34.95,162.4,-1049.4,63.5,7.4,-16.2,-0.1,n/a,OK,4.0,    
139.00,7.123,12029.6,-5750.3,994.3,10.10,-2.19,-34.83,161.8,-1090.9,63.0,6.0,-16.3,-0.1,n/a,OK,4.0,    
139.50,7.107,12015.3,-5712.7,984.8,9.66,-2.20,-34.71,161.9,-1179.8,62.3,5.3,-16.3,-0.1,n/a,OK,4.0,    
140.00,7.091,12000.4,-5675.4,974.6,10.24,-2.21,-34.59,162.2,-1252.1,61.3,5.7,-16.1,-0.1,n/a,OK,4.0,    
140.50,7.075,11984.9,-5638.4,964.1,11.07,-2.22,-34.47,162.6,-1278.2,60.3,6.4,-16.1,-0.1,n/a,OK,4.0,    
141.00,7.058,11968.6,-5601.5,953.5,11.42,-2.23,-34.36,162.9,-1276.5,59.3,6.8,-15.9,-0.1,n/a,OK,4.0,    
141.50,7.041,11951.7,-5565.0,942.9,11.33,-2.24,-34.25,163.1,-1270.4,58.7,6.8,-14.6,-0.1,n/a,OK,4.0,    
142.00,7.025,11934.3,-5528.8,932.3,11.09,-2.25,-34.14,163.1,-1262.5,58.4,6.8,-12.1,-0.1,n/a,OK,4.0,    
142.50,7.008,11916.3,-5492.8,921.8,10.97,-2.27,-34.03,163.3,-1250.3,58.1,6.8,-10.1,-0.1,n/a,OK,4.0,    
143.00,6.990,11897.9,-5457.0,911.5,10.96,-2.28,-33.92,163.9,-1224.9,57.6,6.8,-9.7,-0.1,n/a,OK,4.0,    
143.50,6.973,11879.0,-5421.2,901.5,10.94,-2.29,-33.81,164.7,-1188.5,56.9,7.0,-10.6,-0.1,n/a,OK,4.0,    
144.00,6.955,11859.5,-5385.5,891.8,10.93,-2.30,-33.70,165.7,-1142.9,56.1,7.1,-12.0,-0.1,n/a,OK,4.0,    
144.50,6.937,11839.4,-5349.9,882.5,10.95,-2.31,-33.59,167.0,-1084.2,55.3,7.3,-13.0,-0.1,n/a,OK,4.0,    
145.00,6.919,11818.5,-5314.4,873.7,11.00,-2.32,-33.49,167.9,-1017.8,54.5,7.6,-13.3,-0.1,n/a,OK,4.0,    
145.50,6.901,11797.0,-5279.2,865.6,11.08,-2.32,-33.39,168.3,-956.3,54.4,8.0,-10.9,-0.1,n/a,OK,4.0,    
146.00,6.882,11775.0,-5244.2,858.0,11.37,-2.33,-33.28,168.6,-862.1,55.9,8.7,-3.1,-0.1,n/a,OK,4.0,    
146.50,6.863,11752.8,-5209.2,851.3,11.06,-2.34,-33.18,169.0,-738.3,57.3,8.7,4.5,-0.1,n/a,OK,4.0,    
147.00,6.845,11730.7,-5173.9,845.5,10.26,-2.34,-33.08,169.6,-650.4,57.4,8.1,7.0,-0.1,n/a,OK,4.0,    
147.50,6.826,11708.7,-5138.4,840.4,9.79,-2.35,-32.97,170.4,-592.1,57.2,7.9,7.0,-0.1,n/a,OK,4.0,    
148.00,6.807,11686.8,-5102.5,835.7,9.96,-2.35,-32.86,171.2,-523.1,56.9,8.3,4.5,-0.1,n/a,OK,4.0,    
148.50,6.789,11665.0,-5066.4,831.8,10.06,-2.35,-32.75,171.7,-429.5,56.8,8.7,2.3,-0.1,n/a,OK,4.0,    
149.00,6.770,11643.1,-5030.1,828.6,9.74,-2.35,-32.64,172.2,-334.2,57.0,8.7,1.4,-0.1,n/a,OK,4.0,    
149.50,6.751,11621.2,-4993.7,826.2,9.37,-2.35,-32.53,172.7,-257.4,57.4,8.6,2.0,-0.1,n/a,OK,4.0,    
150.00,6.733,11599.3,-4957.1,824.3,9.21,-2.35,-32.41,173.0,-193.0,58.1,8.6,3.3,-0.1,n/a,OK,4.0,    
150.50,6.714,11577.5,-4920.4,823.0,9.18,-2.35,-32.30,173.3,-128.3,58.6,8.8,4.9,-0.1,n/a,OK,4.0,    
151.00,6.695,11555.8,-4883.5,822.1,8.99,-2.35,-32.18,173.7,-74.0,58.8,8.8,4.7,-0.1,n/a,OK,4.0,    
151.50,6.677,11534.2,-4846.4,821.7,8.91,-2.35,-32.06,174.0,-24.8,57.0,8.8,-3.6,-0.1,n/a,OK,4.0,    
152.00,6.658,11512.6,-4809.4,821.7,8.69,-2.34,-31.95,173.9,17.5,55.1,8.5,-11.0,-0.1,n/a,OK,4.0,    
152.50,6.639,11490.5,-4772.6,821.9,8.34,-2.34,-31.83,173.9,27.6,54.4,8.1,-14.3,-0.1,n/a,OK,4.0,    
153.00,6.620,11467.9,-4736.2,822.1,8.19,-2.34,-31.71,173.8,13.7,54.2,8.0,-14.2,-0.1,n/a,OK,4.0,    
153.50,6.601,11444.8,-4700.3,822.2,8.20,-2.33,-31.60,173.8,15.4,54.2,8.2,-11.2,-0.1,n/a,OK,4.0,    
154.00,6.582,11421.2,-4664.6,822.4,8.24,-2.33,-31.49,173.8,31.9,55.0,8.5,-5.7,-0.1,n/a,OK,4.0,    
154.50,6.563,11397.5,-4629.1,822.8,8.10,-2.32,-31.38,173.9,64.9,55.7,8.4,-0.6,-0.1,n/a,OK,4.0,    
155.00,6.544,11373.7,-4593.5,823.4,7.78,-2.32,-31.26,174.2,82.8,55.9,8.1,2.6,-0.1,n/a,OK,4.0,    
155.50,6.525,11349.9,-4557.8,824.1,7.65,-2.32,-31.15,174.6,85.9,55.3,8.0,1.7,-0.1,n/a,OK,4.0,    
156.00,6.506,11326.2,-4522.0,824.8,7.61,-2.31,-31.03,174.9,90.0,54.4,7.9,-2.4,-0.1,n/a,OK,4.0,    
156.50,6.486,11302.4,-4486.2,825.6,7.53,-2.31,-30.92,175.0,92.4,53.8,7.9,-4.8,-0.1,n/a,OK,4.0,    
157.00,6.467,11278.4,-4450.5,826.3,7.42,-2.30,-30.80,174.8,80.5,53.6,7.7,-4.7,-0.1,n/a,OK,4.0,    
157.50,6.448,11254.3,-4415.0,826.9,7.40,-2.30,-30.69,174.3,60.9,53.4,7.7,-4.6,-0.1,n/a,OK,4.0,    
158.00,6.429,11230.1,-4379.8,827.3,7.40,-2.29,-30.57,173.9,38.3,53.3,7.6,-5.1,-0.1,n/a,OK,4.0,    
158.50,6.410,11205.8,-4344.7,827.5,7.36,-2.29,-30.46,173.4,12.4,53.1,7.5,-5.6,-0.1,n/a,OK,4.0,    
159.00,6.391,11181.4,-4309.9,827.5,7.37,-2.29,-30.35,173.1,-16.6,52.8,7.4,-5.9,-0.1,n/a,OK,4.0,    
159.50,6.371,11156.9,-4275.2,827.2,7.39,-2.28,-30.23,172.7,-48.0,52.6,7.3,-6.0,-0.1,n/a,OK,4.0,    
160.00,6.352,11132.3,-4240.8,826.6,6.61,-2.28,-30.12,172.4,-79.8,52.4,6.4,-5.8,-0.1,n/a,OK,4.0,    
160.50,6.333,11107.6,-4206.6,825.5,6.04,-2.28,-30.01,172.3,-184.0,52.3,5.5,-5.6,-0.1,n/a,OK,4.0,    
161.00,6.314,11082.7,-4172.6,823.5,7.37,-2.28,-29.90,172.4,-314.2,51.9,6.5,-5.4,-0.1,n/a,OK,4.0,    
161.50,6.295,11057.6,-4138.6,821.2,9.29,-2.28,-29.79,172.0,-252.6,51.3,8.5,-5.6,-0.1,n/a,OK,4.0,    
